node_type,x(m),y(m),RSSI,SINR,obss/pd,throughput
0,73.5331,55.1498,20,10000,-62,110.35
1,72.4021,56.6828,-41.36,53.64,-62,110.35
0,73.5331,55.1498,20,10000,-63,110.35
1,72.4021,56.6828,-41.36,53.64,-63,110.35
0,73.5331,55.1498,20,10000,-64,110.35
1,72.4021,56.6828,-41.36,53.64,-64,110.35
0,73.5331,55.1498,20,10000,-65,110.35
1,72.4021,56.6828,-41.36,53.64,-65,110.35
0,73.5331,55.1498,20,10000,-66,110.35
1,72.4021,56.6828,-41.36,53.64,-66,110.35
0,73.5331,55.1498,20,10000,-67,110.35
1,72.4021,56.6828,-41.36,53.64,-67,110.35
0,73.5331,55.1498,20,10000,-68,110.35
1,72.4021,56.6828,-41.36,53.64,-68,110.35
0,73.5331,55.1498,20,10000,-69,110.35
1,72.4021,56.6828,-41.36,53.64,-69,110.35
0,73.5331,55.1498,20,10000,-70,110.35
1,72.4021,56.6828,-41.36,53.64,-70,110.35
0,73.5331,55.1498,20,10000,-71,110.35
1,72.4021,56.6828,-41.36,53.64,-71,110.35
0,73.5331,55.1498,20,10000,-72,110.35
1,72.4021,56.6828,-41.36,53.64,-72,110.35
0,73.5331,55.1498,20,10000,-73,110.35
1,72.4021,56.6828,-41.36,53.64,-73,110.35
0,73.5331,55.1498,20,10000,-74,110.35
1,72.4021,56.6828,-41.36,53.64,-74,110.35
0,73.5331,55.1498,20,10000,-75,110.35
1,72.4021,56.6828,-41.36,53.64,-75,110.35
0,73.5331,55.1498,20,10000,-76,110.35
1,72.4021,56.6828,-41.36,53.64,-76,110.35
0,73.5331,55.1498,20,10000,-77,110.35
1,72.4021,56.6828,-41.36,53.64,-77,110.35
0,73.5331,55.1498,20,10000,-78,110.35
1,72.4021,56.6828,-41.36,53.64,-78,110.35
0,73.5331,55.1498,20,10000,-79,110.35
1,72.4021,56.6828,-41.36,53.64,-79,110.35
0,73.5331,55.1498,20,10000,-80,110.35
1,72.4021,56.6828,-41.36,53.64,-80,110.35
0,73.5331,55.1498,20,10000,-81,110.35
1,72.4021,56.6828,-41.36,53.64,-81,110.35
0,73.5331,55.1498,20,10000,-82,110.35
1,72.4021,56.6828,-41.36,53.64,-82,110.35
0,17.7973,13.348,20,10000,-62,86.74
1,12.1336,15.9814,-55.33,37.79,-62,86.74
0,17.7973,13.348,20,10000,-63,86.74
1,12.1336,15.9814,-55.33,37.79,-63,86.74
0,17.7973,13.348,20,10000,-64,86.74
1,12.1336,15.9814,-55.33,37.79,-64,86.74
0,17.7973,13.348,20,10000,-65,86.74
1,12.1336,15.9814,-55.33,37.79,-65,86.74
0,17.7973,13.348,20,10000,-66,86.84
1,12.1336,15.9814,-55.33,37.79,-66,86.84
0,17.7973,13.348,20,10000,-67,86.28
1,12.1336,15.9814,-55.33,37.79,-67,86.28
0,17.7973,13.348,20,10000,-68,86.28
1,12.1336,15.9814,-55.33,37.79,-68,86.28
0,17.7973,13.348,20,10000,-69,86.28
1,12.1336,15.9814,-55.33,37.79,-69,86.28
0,17.7973,13.348,20,10000,-70,86.28
1,12.1336,15.9814,-55.33,37.79,-70,86.28
0,17.7973,13.348,20,10000,-71,86.28
1,12.1336,15.9814,-55.33,37.79,-71,86.28
0,17.7973,13.348,20,10000,-72,86.54
1,12.1336,15.9814,-55.33,37.79,-72,86.54
0,17.7973,13.348,20,10000,-73,86.54
1,12.1336,15.9814,-55.33,37.79,-73,86.54
0,17.7973,13.348,20,10000,-74,86.54
1,12.1336,15.9814,-55.33,37.79,-74,86.54
0,17.7973,13.348,20,10000,-75,86.54
1,12.1336,15.9814,-55.33,37.79,-75,86.54
0,17.7973,13.348,20,10000,-76,86.54
1,12.1336,15.9814,-55.33,37.79,-76,86.54
0,17.7973,13.348,20,10000,-77,86.54
1,12.1336,15.9814,-55.33,37.79,-77,86.54
0,17.7973,13.348,20,10000,-78,86.54
1,12.1336,15.9814,-55.33,37.79,-78,86.54
0,17.7973,13.348,20,10000,-79,86.54
1,12.1336,15.9814,-55.33,37.79,-79,86.54
0,17.7973,13.348,20,10000,-80,86.54
1,12.1336,15.9814,-55.33,37.79,-80,86.54
0,17.7973,13.348,20,10000,-81,86.54
1,12.1336,15.9814,-55.33,37.79,-81,86.54
0,17.7973,13.348,20,10000,-82,86.54
1,12.1336,15.9814,-55.33,37.79,-82,86.54
0,29.2115,21.9086,20,10000,-62,17.64
1,20.4601,23.8622,-60.66,29.95,-62,17.64
0,29.2115,21.9086,20,10000,-63,19.15
1,20.4601,23.8622,-60.66,29.56,-63,19.15
0,29.2115,21.9086,20,10000,-64,19.15
1,20.4601,23.8622,-60.66,29.55,-64,19.15
0,29.2115,21.9086,20,10000,-65,19.19
1,20.4601,23.8622,-60.66,29.73,-65,19.19
0,29.2115,21.9086,20,10000,-66,19.76
1,20.4601,23.8622,-60.66,29.73,-66,19.76
0,29.2115,21.9086,20,10000,-67,19.76
1,20.4601,23.8622,-60.66,29.73,-67,19.76
0,29.2115,21.9086,20,10000,-68,19.59
1,20.4601,23.8622,-60.66,29.75,-68,19.59
0,29.2115,21.9086,20,10000,-69,19.92
1,20.4601,23.8622,-60.66,29.88,-69,19.92
0,29.2115,21.9086,20,10000,-70,19.92
1,20.4601,23.8622,-60.66,29.88,-70,19.92
0,29.2115,21.9086,20,10000,-71,19.92
1,20.4601,23.8622,-60.66,29.88,-71,19.92
0,29.2115,21.9086,20,10000,-72,20.56
1,20.4601,23.8622,-60.66,29.72,-72,20.56
0,29.2115,21.9086,20,10000,-73,20.56
1,20.4601,23.8622,-60.66,29.72,-73,20.56
0,29.2115,21.9086,20,10000,-74,20.56
1,20.4601,23.8622,-60.66,29.72,-74,20.56
0,29.2115,21.9086,20,10000,-75,20.56
1,20.4601,23.8622,-60.66,29.72,-75,20.56
0,29.2115,21.9086,20,10000,-76,19.64
1,20.4601,23.8622,-60.66,29.32,-76,19.64
0,29.2115,21.9086,20,10000,-77,20.01
1,20.4601,23.8622,-60.66,29.66,-77,20.01
0,29.2115,21.9086,20,10000,-78,19.99
1,20.4601,23.8622,-60.66,29.46,-78,19.99
0,29.2115,21.9086,20,10000,-79,19.82
1,20.4601,23.8622,-62.66,29.58,-79,19.82
0,29.2115,21.9086,20,10000,-80,19.25
1,20.4601,23.8622,-60.66,29.71,-80,19.25
0,29.2115,21.9086,20,10000,-81,19.25
1,20.4601,23.8622,-60.66,29.84,-81,19.25
0,29.2115,21.9086,20,10000,-82,19.02
1,20.4601,23.8622,-60.66,29.74,-82,19.02
0,5.0536,3.7902,20,10000,-62,59.47
1,11.6649,11.196,-62.31,32.4,-62,59.47
0,5.0536,3.7902,20,10000,-63,59.47
1,11.6649,11.196,-62.31,32.4,-63,59.47
0,5.0536,3.7902,20,10000,-64,59.47
1,11.6649,11.196,-62.31,32.4,-64,59.47
0,5.0536,3.7902,20,10000,-65,59.47
1,11.6649,11.196,-62.31,32.4,-65,59.47
0,5.0536,3.7902,20,10000,-66,59.47
1,11.6649,11.196,-62.31,32.4,-66,59.47
0,5.0536,3.7902,20,10000,-67,59.47
1,11.6649,11.196,-62.31,32.4,-67,59.47
0,5.0536,3.7902,20,10000,-68,59.47
1,11.6649,11.196,-62.31,32.4,-68,59.47
0,5.0536,3.7902,20,10000,-69,59.47
1,11.6649,11.196,-62.31,32.4,-69,59.47
0,5.0536,3.7902,20,10000,-70,59.47
1,11.6649,11.196,-62.31,32.4,-70,59.47
0,5.0536,3.7902,20,10000,-71,59.47
1,11.6649,11.196,-62.31,32.4,-71,59.47
0,5.0536,3.7902,20,10000,-72,59.47
1,11.6649,11.196,-62.31,32.4,-72,59.47
0,5.0536,3.7902,20,10000,-73,59.47
1,11.6649,11.196,-62.31,32.4,-73,59.47
0,5.0536,3.7902,20,10000,-74,59.47
1,11.6649,11.196,-62.31,32.4,-74,59.47
0,5.0536,3.7902,20,10000,-75,59.47
1,11.6649,11.196,-62.31,32.4,-75,59.47
0,5.0536,3.7902,20,10000,-76,59.47
1,11.6649,11.196,-62.31,32.4,-76,59.47
0,5.0536,3.7902,20,10000,-77,59.47
1,11.6649,11.196,-62.31,32.4,-77,59.47
0,5.0536,3.7902,20,10000,-78,59.47
1,11.6649,11.196,-62.31,32.4,-78,59.47
0,5.0536,3.7902,20,10000,-79,59.47
1,11.6649,11.196,-62.31,32.4,-79,59.47
0,5.0536,3.7902,20,10000,-80,59.47
1,11.6649,11.196,-62.31,32.4,-80,59.47
0,5.0536,3.7902,20,10000,-81,59.47
1,11.6649,11.196,-62.31,32.4,-81,59.47
0,5.0536,3.7902,20,10000,-82,59.47
1,11.6649,11.196,-62.31,32.4,-82,59.47
0,5.024,3.768,20,10000,-62,29.34
1,-1.5749,9.3834,-60.12,33.25,-62,29.34
0,5.024,3.768,20,10000,-63,29.35
1,-1.5749,9.3834,-60.12,33.25,-63,29.35
0,5.024,3.768,20,10000,-64,29.35
1,-1.5749,9.3834,-60.12,33.25,-64,29.35
0,5.024,3.768,20,10000,-65,29.35
1,-1.5749,9.3834,-60.12,33.25,-65,29.35
0,5.024,3.768,20,10000,-66,29.35
1,-1.5749,9.3834,-60.12,33.25,-66,29.35
0,5.024,3.768,20,10000,-67,29.35
1,-1.5749,9.3834,-60.12,33.25,-67,29.35
0,5.024,3.768,20,10000,-68,29.23
1,-1.5749,9.3834,-60.12,33.02,-68,29.23
0,5.024,3.768,20,10000,-69,29.23
1,-1.5749,9.3834,-60.12,33.03,-69,29.23
0,5.024,3.768,20,10000,-70,29.07
1,-1.5749,9.3834,-60.12,27.41,-70,29.07
0,5.024,3.768,20,10000,-71,31.43
1,-1.5749,9.3834,-70.12,24.63,-71,31.43
0,5.024,3.768,20,10000,-72,48.75
1,-1.5749,9.3834,-69.12,29.88,-72,48.75
0,5.024,3.768,20,10000,-73,48.75
1,-1.5749,9.3834,-68.12,29.9,-73,48.75
0,5.024,3.768,20,10000,-74,50.52
1,-1.5749,9.3834,-60.12,30.6,-74,50.52
0,5.024,3.768,20,10000,-75,49.32
1,-1.5749,9.3834,-66.12,30.27,-75,49.32
0,5.024,3.768,20,10000,-76,49.32
1,-1.5749,9.3834,-65.12,30.3,-76,49.32
0,5.024,3.768,20,10000,-77,58.03
1,-1.5749,9.3834,-60.12,32.69,-77,58.03
0,5.024,3.768,20,10000,-78,37.26
1,-1.5749,9.3834,-60.12,34.05,-78,37.26
0,5.024,3.768,20,10000,-79,37.26
1,-1.5749,9.3834,-60.12,34.05,-79,37.26
0,5.024,3.768,20,10000,-80,37.26
1,-1.5749,9.3834,-60.12,34.05,-80,37.26
0,5.024,3.768,20,10000,-81,37.26
1,-1.5749,9.3834,-60.12,34.05,-81,37.26
0,5.024,3.768,20,10000,-82,48.25
1,-1.5749,9.3834,-60.12,33.95,-82,48.25
0,60.8686,45.6514,20,10000,-62,25.42
1,53.4674,49.4699,-78.5,32.57,-62,25.42
0,60.8686,45.6514,20,10000,-63,25.42
1,53.4674,49.4699,-77.5,32.57,-63,25.42
0,60.8686,45.6514,20,10000,-64,25.42
1,53.4674,49.4699,-76.5,32.57,-64,25.42
0,60.8686,45.6514,20,10000,-65,25.42
1,53.4674,49.4699,-75.5,32.57,-65,25.42
0,60.8686,45.6514,20,10000,-66,25.42
1,53.4674,49.4699,-74.5,32.57,-66,25.42
0,60.8686,45.6514,20,10000,-67,25.48
1,53.4674,49.4699,-73.5,32.59,-67,25.48
0,60.8686,45.6514,20,10000,-68,27.69
1,53.4674,49.4699,-72.5,32.47,-68,27.69
0,60.8686,45.6514,20,10000,-69,27.69
1,53.4674,49.4699,-71.5,32.47,-69,27.69
0,60.8686,45.6514,20,10000,-70,27.69
1,53.4674,49.4699,-70.5,32.47,-70,27.69
0,60.8686,45.6514,20,10000,-71,15.86
1,53.4674,49.4699,-69.5,28.5,-71,15.86
0,60.8686,45.6514,20,10000,-72,15.86
1,53.4674,49.4699,-68.5,28.51,-72,15.86
0,60.8686,45.6514,20,10000,-73,15.86
1,53.4674,49.4699,-67.5,28.52,-73,15.86
0,60.8686,45.6514,20,10000,-74,27.89
1,53.4674,49.4699,-59.5,31.35,-74,27.89
0,60.8686,45.6514,20,10000,-75,29.47
1,53.4674,49.4699,-59.5,32.54,-75,29.47
0,60.8686,45.6514,20,10000,-76,29.87
1,53.4674,49.4699,-59.5,32.61,-76,29.87
0,60.8686,45.6514,20,10000,-77,29.87
1,53.4674,49.4699,-59.5,32.61,-77,29.87
0,60.8686,45.6514,20,10000,-78,29.87
1,53.4674,49.4699,-59.5,32.61,-78,29.87
0,60.8686,45.6514,20,10000,-79,29.87
1,53.4674,49.4699,-59.5,32.61,-79,29.87
0,60.8686,45.6514,20,10000,-80,29.87
1,53.4674,49.4699,-59.5,32.61,-80,29.87
0,60.8686,45.6514,20,10000,-81,28.49
1,53.4674,49.4699,-59.5,32.67,-81,28.49
0,60.8686,45.6514,20,10000,-82,28.49
1,53.4674,49.4699,-59.5,32.67,-82,28.49
0,3.7724,2.8293,20,10000,-62,26.44
1,-5.5666,3.1581,-61.32,33.16,-62,26.44
0,3.7724,2.8293,20,10000,-63,26.44
1,-5.5666,3.1581,-61.32,33.16,-63,26.44
0,3.7724,2.8293,20,10000,-64,26.44
1,-5.5666,3.1581,-61.32,33.16,-64,26.44
0,3.7724,2.8293,20,10000,-65,26.44
1,-5.5666,3.1581,-61.32,33.16,-65,26.44
0,3.7724,2.8293,20,10000,-66,26.44
1,-5.5666,3.1581,-61.32,33.16,-66,26.44
0,3.7724,2.8293,20,10000,-67,18.48
1,-5.5666,3.1581,-75.32,29.73,-67,18.48
0,3.7724,2.8293,20,10000,-68,18.48
1,-5.5666,3.1581,-74.32,29.74,-68,18.48
0,3.7724,2.8293,20,10000,-69,19.06
1,-5.5666,3.1581,-73.32,29.75,-69,19.06
0,3.7724,2.8293,20,10000,-70,19.06
1,-5.5666,3.1581,-72.32,29.76,-70,19.06
0,3.7724,2.8293,20,10000,-71,19.06
1,-5.5666,3.1581,-71.32,29.77,-71,19.06
0,3.7724,2.8293,20,10000,-72,25.89
1,-5.5666,3.1581,-70.32,28.32,-72,25.89
0,3.7724,2.8293,20,10000,-73,37.65
1,-5.5666,3.1581,-69.32,28.72,-73,37.65
0,3.7724,2.8293,20,10000,-74,37.65
1,-5.5666,3.1581,-68.32,28.76,-74,37.65
0,3.7724,2.8293,20,10000,-75,37.39
1,-5.5666,3.1581,-67.32,28.2,-75,37.39
0,3.7724,2.8293,20,10000,-76,39.3
1,-5.5666,3.1581,-66.32,30.5,-76,39.3
0,3.7724,2.8293,20,10000,-77,39.36
1,-5.5666,3.1581,-65.32,30.33,-77,39.36
0,3.7724,2.8293,20,10000,-78,31.68
1,-5.5666,3.1581,-61.32,33.24,-78,31.68
0,3.7724,2.8293,20,10000,-79,31.68
1,-5.5666,3.1581,-61.32,33.24,-79,31.68
0,3.7724,2.8293,20,10000,-80,31.82
1,-5.5666,3.1581,-61.32,33.15,-80,31.82
0,3.7724,2.8293,20,10000,-81,31.82
1,-5.5666,3.1581,-61.32,33.15,-81,31.82
0,3.7724,2.8293,20,10000,-82,31.82
1,-5.5666,3.1581,-61.32,33.15,-82,31.82
0,37.027,27.7703,20,10000,-62,36.48
1,37.3693,20.1576,-77.16,8.26,-62,36.48
0,37.027,27.7703,20,10000,-63,36.4
1,37.3693,20.1576,-76.16,9.27,-63,36.4
0,37.027,27.7703,20,10000,-64,42.59
1,37.3693,20.1576,-58.16,13.62,-64,42.59
0,37.027,27.7703,20,10000,-65,42.59
1,37.3693,20.1576,-58.16,13.62,-65,42.59
0,37.027,27.7703,20,10000,-66,42.59
1,37.3693,20.1576,-58.16,13.62,-66,42.59
0,37.027,27.7703,20,10000,-67,42.59
1,37.3693,20.1576,-58.16,13.62,-67,42.59
0,37.027,27.7703,20,10000,-68,42.59
1,37.3693,20.1576,-58.16,13.62,-68,42.59
0,37.027,27.7703,20,10000,-69,42.59
1,37.3693,20.1576,-58.16,13.62,-69,42.59
0,37.027,27.7703,20,10000,-70,42.59
1,37.3693,20.1576,-58.16,13.62,-70,42.59
0,37.027,27.7703,20,10000,-71,42.59
1,37.3693,20.1576,-58.16,13.62,-71,42.59
0,37.027,27.7703,20,10000,-72,42.32
1,37.3693,20.1576,-58.16,13.62,-72,42.32
0,37.027,27.7703,20,10000,-73,42.32
1,37.3693,20.1576,-58.16,13.62,-73,42.32
0,37.027,27.7703,20,10000,-74,42.32
1,37.3693,20.1576,-58.16,13.62,-74,42.32
0,37.027,27.7703,20,10000,-75,42.32
1,37.3693,20.1576,-58.16,13.62,-75,42.32
0,37.027,27.7703,20,10000,-76,42.32
1,37.3693,20.1576,-58.16,13.62,-76,42.32
0,37.027,27.7703,20,10000,-77,42.32
1,37.3693,20.1576,-58.16,13.62,-77,42.32
0,37.027,27.7703,20,10000,-78,42.32
1,37.3693,20.1576,-58.16,13.62,-78,42.32
0,37.027,27.7703,20,10000,-79,42.32
1,37.3693,20.1576,-58.16,13.62,-79,42.32
0,37.027,27.7703,20,10000,-80,42.32
1,37.3693,20.1576,-58.16,13.62,-80,42.32
0,37.027,27.7703,20,10000,-81,42.32
1,37.3693,20.1576,-58.16,13.62,-81,42.32
0,37.027,27.7703,20,10000,-82,42.32
1,37.3693,20.1576,-58.16,13.62,-82,42.32
0,78.5087,58.8815,20,10000,-62,59.44
1,78.8515,49.1655,-61.96,33.01,-62,59.44
0,78.5087,58.8815,20,10000,-63,59.44
1,78.8515,49.1655,-61.96,33.01,-63,59.44
0,78.5087,58.8815,20,10000,-64,59.44
1,78.8515,49.1655,-61.96,33.01,-64,59.44
0,78.5087,58.8815,20,10000,-65,59.44
1,78.8515,49.1655,-61.96,33.01,-65,59.44
0,78.5087,58.8815,20,10000,-66,59.44
1,78.8515,49.1655,-61.96,33.01,-66,59.44
0,78.5087,58.8815,20,10000,-67,59.44
1,78.8515,49.1655,-61.96,33.01,-67,59.44
0,78.5087,58.8815,20,10000,-68,59.44
1,78.8515,49.1655,-61.96,33.01,-68,59.44
0,78.5087,58.8815,20,10000,-69,59.44
1,78.8515,49.1655,-61.96,33.01,-69,59.44
0,78.5087,58.8815,20,10000,-70,59.44
1,78.8515,49.1655,-61.96,33.01,-70,59.44
0,78.5087,58.8815,20,10000,-71,59.44
1,78.8515,49.1655,-61.96,33.01,-71,59.44
0,78.5087,58.8815,20,10000,-72,59.44
1,78.8515,49.1655,-61.96,33.01,-72,59.44
0,78.5087,58.8815,20,10000,-73,59.44
1,78.8515,49.1655,-61.96,33.01,-73,59.44
0,78.5087,58.8815,20,10000,-74,59.44
1,78.8515,49.1655,-61.96,33.01,-74,59.44
0,78.5087,58.8815,20,10000,-75,59.44
1,78.8515,49.1655,-61.96,33.01,-75,59.44
0,78.5087,58.8815,20,10000,-76,59.44
1,78.8515,49.1655,-61.96,33.01,-76,59.44
0,78.5087,58.8815,20,10000,-77,59.44
1,78.8515,49.1655,-61.96,33.01,-77,59.44
0,78.5087,58.8815,20,10000,-78,59.44
1,78.8515,49.1655,-61.96,33.01,-78,59.44
0,78.5087,58.8815,20,10000,-79,59.44
1,78.8515,49.1655,-61.96,33.01,-79,59.44
0,78.5087,58.8815,20,10000,-80,59.44
1,78.8515,49.1655,-61.96,33.01,-80,59.44
0,78.5087,58.8815,20,10000,-81,59.44
1,78.8515,49.1655,-61.96,33.01,-81,59.44
0,78.5087,58.8815,20,10000,-82,59.44
1,78.8515,49.1655,-61.96,33.01,-82,59.44
0,45.368,34.026,20,10000,-62,79.3
1,37.9176,36.4573,-58.58,33.3,-62,79.3
0,45.368,34.026,20,10000,-63,79.3
1,37.9176,36.4573,-58.58,33.3,-63,79.3
0,45.368,34.026,20,10000,-64,79.3
1,37.9176,36.4573,-58.58,33.3,-64,79.3
0,45.368,34.026,20,10000,-65,79.3
1,37.9176,36.4573,-58.58,33.3,-65,79.3
0,45.368,34.026,20,10000,-66,79.3
1,37.9176,36.4573,-58.58,33.3,-66,79.3
0,45.368,34.026,20,10000,-67,79.3
1,37.9176,36.4573,-58.58,33.3,-67,79.3
0,45.368,34.026,20,10000,-68,79.3
1,37.9176,36.4573,-58.58,33.3,-68,79.3
0,45.368,34.026,20,10000,-69,79.3
1,37.9176,36.4573,-58.58,33.3,-69,79.3
0,45.368,34.026,20,10000,-70,79.3
1,37.9176,36.4573,-58.58,33.3,-70,79.3
0,45.368,34.026,20,10000,-71,79.3
1,37.9176,36.4573,-58.58,33.3,-71,79.3
0,45.368,34.026,20,10000,-72,79.3
1,37.9176,36.4573,-58.58,33.3,-72,79.3
0,45.368,34.026,20,10000,-73,79.3
1,37.9176,36.4573,-58.58,33.3,-73,79.3
0,45.368,34.026,20,10000,-74,79.3
1,37.9176,36.4573,-58.58,33.3,-74,79.3
0,45.368,34.026,20,10000,-75,79.3
1,37.9176,36.4573,-58.58,33.3,-75,79.3
0,45.368,34.026,20,10000,-76,79.3
1,37.9176,36.4573,-58.58,33.3,-76,79.3
0,45.368,34.026,20,10000,-77,79.3
1,37.9176,36.4573,-58.58,33.3,-77,79.3
0,45.368,34.026,20,10000,-78,79.3
1,37.9176,36.4573,-58.58,33.3,-78,79.3
0,45.368,34.026,20,10000,-79,79.3
1,37.9176,36.4573,-58.58,33.3,-79,79.3
0,45.368,34.026,20,10000,-80,79.3
1,37.9176,36.4573,-58.58,33.3,-80,79.3
0,45.368,34.026,20,10000,-81,79.3
1,37.9176,36.4573,-58.58,33.3,-81,79.3
0,45.368,34.026,20,10000,-82,79.3
1,37.9176,36.4573,-58.58,33.3,-82,79.3
0,11.0837,8.3127,20,10000,-62,110.35
1,8.3371,7.1801,-46.15,48.77,-62,110.35
0,11.0837,8.3127,20,10000,-63,110.35
1,8.3371,7.1801,-46.15,48.77,-63,110.35
0,11.0837,8.3127,20,10000,-64,110.35
1,8.3371,7.1801,-46.15,48.77,-64,110.35
0,11.0837,8.3127,20,10000,-65,110.35
1,8.3371,7.1801,-46.15,48.77,-65,110.35
0,11.0837,8.3127,20,10000,-66,110.35
1,8.3371,7.1801,-46.15,48.77,-66,110.35
0,11.0837,8.3127,20,10000,-67,110.35
1,8.3371,7.1801,-46.15,48.77,-67,110.35
0,11.0837,8.3127,20,10000,-68,110.35
1,8.3371,7.1801,-46.15,48.77,-68,110.35
0,11.0837,8.3127,20,10000,-69,110.35
1,8.3371,7.1801,-46.15,48.77,-69,110.35
0,11.0837,8.3127,20,10000,-70,110.35
1,8.3371,7.1801,-46.15,48.77,-70,110.35
0,11.0837,8.3127,20,10000,-71,110.35
1,8.3371,7.1801,-46.15,48.77,-71,110.35
0,11.0837,8.3127,20,10000,-72,110.35
1,8.3371,7.1801,-46.15,48.77,-72,110.35
0,11.0837,8.3127,20,10000,-73,110.35
1,8.3371,7.1801,-46.15,48.77,-73,110.35
0,11.0837,8.3127,20,10000,-74,110.35
1,8.3371,7.1801,-46.15,48.77,-74,110.35
0,11.0837,8.3127,20,10000,-75,110.35
1,8.3371,7.1801,-46.15,48.77,-75,110.35
0,11.0837,8.3127,20,10000,-76,110.35
1,8.3371,7.1801,-46.15,48.77,-76,110.35
0,11.0837,8.3127,20,10000,-77,110.35
1,8.3371,7.1801,-46.15,48.77,-77,110.35
0,11.0837,8.3127,20,10000,-78,110.35
1,8.3371,7.1801,-46.15,48.77,-78,110.35
0,11.0837,8.3127,20,10000,-79,110.35
1,8.3371,7.1801,-46.15,48.77,-79,110.35
0,11.0837,8.3127,20,10000,-80,110.35
1,8.3371,7.1801,-46.15,48.77,-80,110.35
0,11.0837,8.3127,20,10000,-81,110.35
1,8.3371,7.1801,-46.15,48.77,-81,110.35
0,11.0837,8.3127,20,10000,-82,110.35
1,8.3371,7.1801,-46.15,48.77,-82,110.35
0,70.6999,53.0249,20,10000,-62,99.21
1,65.8184,51.5649,-52.62,27.5,-62,99.21
0,70.6999,53.0249,20,10000,-63,99.21
1,65.8184,51.5649,-52.62,27.5,-63,99.21
0,70.6999,53.0249,20,10000,-64,99.21
1,65.8184,51.5649,-52.62,27.5,-64,99.21
0,70.6999,53.0249,20,10000,-65,99.21
1,65.8184,51.5649,-52.62,27.5,-65,99.21
0,70.6999,53.0249,20,10000,-66,99.21
1,65.8184,51.5649,-52.62,27.5,-66,99.21
0,70.6999,53.0249,20,10000,-67,99.21
1,65.8184,51.5649,-52.62,27.5,-67,99.21
0,70.6999,53.0249,20,10000,-68,99.21
1,65.8184,51.5649,-52.62,27.5,-68,99.21
0,70.6999,53.0249,20,10000,-69,99.21
1,65.8184,51.5649,-52.62,27.5,-69,99.21
0,70.6999,53.0249,20,10000,-70,99.21
1,65.8184,51.5649,-52.62,27.5,-70,99.21
0,70.6999,53.0249,20,10000,-71,99.21
1,65.8184,51.5649,-52.62,27.5,-71,99.21
0,70.6999,53.0249,20,10000,-72,99.21
1,65.8184,51.5649,-52.62,27.5,-72,99.21
0,70.6999,53.0249,20,10000,-73,99.21
1,65.8184,51.5649,-52.62,27.5,-73,99.21
0,70.6999,53.0249,20,10000,-74,99.21
1,65.8184,51.5649,-52.62,27.5,-74,99.21
0,70.6999,53.0249,20,10000,-75,99.21
1,65.8184,51.5649,-52.62,27.5,-75,99.21
0,70.6999,53.0249,20,10000,-76,99.21
1,65.8184,51.5649,-52.62,27.5,-76,99.21
0,70.6999,53.0249,20,10000,-77,99.21
1,65.8184,51.5649,-52.62,27.5,-77,99.21
0,70.6999,53.0249,20,10000,-78,99.21
1,65.8184,51.5649,-52.62,27.5,-78,99.21
0,70.6999,53.0249,20,10000,-79,99.21
1,65.8184,51.5649,-52.62,27.5,-79,99.21
0,70.6999,53.0249,20,10000,-80,89.11
1,65.8184,51.5649,-52.62,27.51,-80,89.11
0,70.6999,53.0249,20,10000,-81,75.63
1,65.8184,51.5649,-52.62,27.51,-81,75.63
0,70.6999,53.0249,20,10000,-82,75.63
1,65.8184,51.5649,-52.62,27.51,-82,75.63
0,64.4449,48.3336,20,10000,-62,42.59
1,59.0138,52.1041,-75.12,38.02,-62,42.59
0,64.4449,48.3336,20,10000,-63,42.59
1,59.0138,52.1041,-74.12,38.02,-63,42.59
0,64.4449,48.3336,20,10000,-64,42.59
1,59.0138,52.1041,-73.12,38.02,-64,42.59
0,64.4449,48.3336,20,10000,-65,42.59
1,59.0138,52.1041,-72.12,38.02,-65,42.59
0,64.4449,48.3336,20,10000,-66,42.59
1,59.0138,52.1041,-71.12,38.02,-66,42.59
0,64.4449,48.3336,20,10000,-67,42.59
1,59.0138,52.1041,-70.12,38.02,-67,42.59
0,64.4449,48.3336,20,10000,-68,42.59
1,59.0138,52.1041,-69.12,38.02,-68,42.59
0,64.4449,48.3336,20,10000,-69,42.59
1,59.0138,52.1041,-68.12,38.02,-69,42.59
0,64.4449,48.3336,20,10000,-70,2.79
1,59.0138,52.1041,-67.12,22.04,-70,2.79
0,64.4449,48.3336,20,10000,-71,2.79
1,59.0138,52.1041,-66.12,22.12,-71,2.79
0,64.4449,48.3336,20,10000,-72,2.79
1,59.0138,52.1041,-65.12,22.21,-72,2.79
0,64.4449,48.3336,20,10000,-73,71.16
1,59.0138,52.1041,-56.12,34.7,-73,71.16
0,64.4449,48.3336,20,10000,-74,73.4
1,59.0138,52.1041,-63.12,34.76,-74,73.4
0,64.4449,48.3336,20,10000,-75,62.75
1,59.0138,52.1041,-62.12,33.37,-75,62.75
0,64.4449,48.3336,20,10000,-76,64.75
1,59.0138,52.1041,-56.12,35.68,-76,64.75
0,64.4449,48.3336,20,10000,-77,64.75
1,59.0138,52.1041,-56.12,35.7,-77,64.75
0,64.4449,48.3336,20,10000,-78,43.95
1,59.0138,52.1041,-59.12,38.04,-78,43.95
0,64.4449,48.3336,20,10000,-79,47.68
1,59.0138,52.1041,-56.12,38.1,-79,47.68
0,64.4449,48.3336,20,10000,-80,47.68
